,TCGA-00,TCGA-01,TCGA-02,TCGA-03,TCGA-04,TCGA-05,TCGA-06,TCGA-07,TCGA-08,TCGA-09,TCGA-10,TCGA-11,TCGA-12,TCGA-13,TCGA-14,TCGA-15,TCGA-16,TCGA-17,TCGA-18,TCGA-19,TCGA-20,TCGA-21,TCGA-22,TCGA-23,TCGA-24,TCGA-25,TCGA-26,TCGA-27,TCGA-28,TCGA-29,TCGA-30,TCGA-31,TCGA-32,TCGA-33,TCGA-34,TCGA-35,TCGA-36,TCGA-37,TCGA-38,TCGA-39,TCGA-40,TCGA-41,TCGA-42,TCGA-43,TCGA-44,TCGA-45,TCGA-46,TCGA-47,TCGA-48,TCGA-49,TCGA-50,TCGA-51,TCGA-52,TCGA-53,TCGA-54,TCGA-55,TCGA-56,TCGA-57,TCGA-58,TCGA-59,TCGA-60,TCGA-61,TCGA-62,TCGA-63,TCGA-64,TCGA-65,TCGA-66,TCGA-67,TCGA-68,TCGA-69,TCGA-70,TCGA-71,TCGA-72,TCGA-73,TCGA-74,TCGA-75,TCGA-76,TCGA-77,TCGA-78,TCGA-79,TCGA-80,TCGA-81,TCGA-82,TCGA-83,TCGA-84,TCGA-85,TCGA-86,TCGA-87,TCGA-88,TCGA-89,TCGA-90,TCGA-91,TCGA-92,TCGA-93,TCGA-94,TCGA-95,TCGA-96,TCGA-97,TCGA-98,TCGA-99
CNV_seg_0,0.24835707650561634,-0.06913215058559233,0.32384426905034625,0.7615149282040127,-0.11707668736166799,-0.11706847847459027,0.7896064077536957,0.3837173645764544,-0.23473719296747605,0.27128002179298233,-0.23170884640623113,-0.23286487678512843,0.12098113578301706,-0.956640122328899,-0.8624589162565164,-0.28114376462048635,-0.5064155601672119,0.15712366629763694,-0.45401203776060545,-0.7061518506676457,0.732824384460777,-0.11288815024326783,0.03376410234396192,-0.7123740931067284,-0.27219136226259133,0.05546129485493304,-0.5754967887111514,0.18784900917283598,-0.3003193449594025,-0.1458468748966384,-0.30085330611469846,0.9261390922544689,-0.0067486123689669605,-0.5288554644779502,0.4112724560515945,-0.6104218249855111,0.1044317975023777,-0.9798350619398878,-0.6640930244492153,0.09843061793456176,0.3692332899977052,0.08568414059498525,-0.057824141194120264,-0.1505518477946444,-0.7392609951837137,-0.3599221041973543,-0.23031938547989375,0.5285611131094579,0.1718091447842307,-0.881520077681367,0.1620419846973975,-0.19254114020815827,-0.33846100015297936,0.30583814442043394,0.5154997612479755,0.4656400595580993,-0.41960876161131927,-0.1546061879256073,0.16563171570178198,0.4877725635611796,-0.23958711892264498,-0.09282948833190856,-0.5531674870030141,-0.5981033120403354,0.406262911197099,0.6781200142854115,-0.03600506079016692,0.5017664489460121,0.18081801252381707,-0.32255987730256214,0.18069780275420697,0.7690182832329846,-0.01791301955497577,0.7823218279070031,-1.3098725520448722,0.4109512521876119,0.04352353411908561,-0.14950367523293373,0.04588038826775115,-0.9937844573004464,-0.10983594391875597,0.1785562857558732,0.738947022370758,-0.2591351091368237,-0.4042468014465938,-0.25087852179226827,0.45770105885103707,0.16437555482984223,-0.2648801018835194,0.25663371655667805,0.048538774674020194,0.4843224952664446,-0.3510265469386762,-0.1638310732988841,-0.19605407656607882,-0.7317574740660593,0.14806013853228803,0.13052763608994467,0.002556728321230445,-0.11729356668757346
CNV_seg_1,-0.7076853710252071,-0.21032266138267952,-0.17135725826338474,-0.40113863461080945,-0.08064285583300457,0.2020254284072692,0.9430929506052651,0.08728890641591948,0.12877519536138218,-0.03722295788308361,-0.9593856076495207,-0.013256937724608439,0.03011510497051322,1.231621056242643,-0.09618048239056126,0.15077367116680623,-0.017355884852621656,-0.584339018809766,0.5714114072575103,0.37596651634338707,0.39551597352152346,-0.45469372739736946,0.7013971554680496,-0.7009255313961404,0.29342854690013515,1.0952278129049893,-0.49526816256534417,-0.28314886480138596,0.04982568254382061,-0.2517378270580996,-0.7753317155330663,0.034281487403013663,-0.5311518568630524,0.2367962153175908,-0.4597121171169016,0.7749672025087697,-0.39162664616811854,-0.1610307581028378,0.4067586086848349,-0.6154321582169776,0.11372996730206471,0.653571377141214,-0.8037416172806138,0.0923169292661521,0.12994139712421177,0.3909114358886552,-0.618475355439041,-0.6602283065421382,0.2609707828084488,0.14849233661659303,0.12524642517293827,0.17322410474848784,-0.3400123607892454,0.11612684858050178,0.14653623664934062,-0.3571757090131839,0.9328872555723783,0.23691646045589376,-0.5956517486013243,0.32827680431691486,-0.4873408351136607,0.393542301871226,0.579297789503702,-0.41034115917585523,0.4816880646221609,0.20639046346824916,0.411030079997245,0.9483964913269737,-0.12269405800143525,-0.3768680821787448,-0.44475721481276165,-0.40790514248271914,-0.0385508547070521,0.17057598740832194,0.13834539966500953,0.4135916245180119,0.00650094593895351,0.7267670385786584,-0.13232841661897804,1.3600845832948094,0.3128336738825031,-0.4285787782081413,-0.5354462490305562,0.24123620762159265,-0.11173139266292545,0.357000247046046,0.23661881228677242,-0.03641445632843639,-0.4233968590342025,-0.7574236123429323,-0.22325747603351054,0.42819939716173616,0.10704687206510198,-0.622869389355994,0.086590462925591,0.1926586898644184,-0.4419287181005665,0.07686255297276395,0.029104359222999948,-0.5714851489153115
CNV_seg_2,0.17889368017414164,0.2803922631841172,0.5415256215876385,0.5269010260174515,-0.6888346839785455,-0.4689125199575614,0.2575176336043299,0.2568929754561044,0.25752384315302396,1.9263657453273606,0.2854452553465835,0.5677828200902995,0.47700088174660116,0.325695625652899,-0.1576346223201728,0.3794846102466337,-0.3864126072687859,-0.11840930337000444,-0.24268177391455173,0.04093706969316128,1.1573292833367543,-0.933632596295874,0.34313009518725673,-0.8063579355948258,-0.23596593289471673,0.544475298483683,0.032140009547731385,-0.5388723889646531,-0.3576518546299841,0.3397988744673379,-0.36518331585856834,0.10822929479098743,0.022785919951906892,-0.32580017380290854,1.0719720446626628,0.3169595111590056,-1.0125712933288036,0.09322715738471382,-0.330893232384194,0.426216667398112,-0.3962603692163503,-0.05736822073344951,0.25249363949022857,0.43287759708506074,-0.6001482035278881,-0.1672506179204742,-0.2374726555804781,-0.32666461628685595,0.8827271201405484,0.20249085548047777,-0.6304419771675226,0.45893097352738804,1.0610780985063166,0.5162326302755734,-0.7596849829770067,-0.24211703643312568,0.6334555745933114,-0.3538347328093904,0.22190971407311422,0.3873170267146684,-0.4634652357890415,-0.02976267803090004,-1.6206336700345363,-0.5121938206671449,-0.12628407569658015,-0.6238915909824247,0.8162056519658176,-0.7150706889803163,-0.22002224334849188,0.06537028864304567,0.7206366445330578,-0.7179310755897197,0.5815818760774798,0.0051165305097935244,-0.49075432552397547,0.23105173713163538,0.09952984778673502,-0.30010843857939734,0.03490104249500946,-0.1926567984308801,0.05675867262562402,0.33106533726052334,0.793008408072676,-0.6189077494134245,1.0665166873281333,-0.9760438997612509,-0.07589254751779166,0.29415860324228826,0.14049593386751633,-0.3113497599102969,-0.10406112517863761,-0.2465004673294164,-0.29468237847210577,0.4248010485105123,0.17850774298252367,-0.3464547976303271,0.44979993771662535,0.15364976043830467,0.40643105941948005,0.3148144209618061
CNV_seg_3,-0.41449750546103614,-0.2800905200984848,0.3736468025616309,0.3051851327167324,-0.010450796982074066,0.058663691654391,0.6388324478942125,-0.29578569441791497,0.27354869058501896,-0.10109632621694703,-0.10884060161361014,0.549388425993595,0.4127081744940149,0.40675481800031926,0.6527394035771645,0.010501920816379524,0.34097648564748195,-0.15513337829672802,0.16208317624422106,-0.06507152718384229,0.048497982496359095,0.2975785127184568,-0.40911034161673626,1.0461936378427301,-0.503008690749851,-0.6070943063938661,0.5790554367500339,0.39583134698146794,0.31205990852607757,0.31417275463213995,-0.0061233864234573115,-0.44862718574291577,0.03790227909686317,-0.33858085575605584,0.4875598667088756,-0.07352869075106933,-0.4127485983962558,-0.16069292082649672,0.20646572713781217,-0.28186227640198736,-0.4111101977832157,0.12184360574595615,0.12248328555436139,-0.2534715876855649,-0.2355191528091614,0.11602496867881815,-0.7240421707486621,-0.7037318871882776,-0.359222110626218,-0.10672357585592362,0.1554537827990023,0.737678108474776,0.4288298116010097,-0.07996926498171356,-0.009508103951344415,-0.5012646823189044,-0.009256567996194965,-0.14432931946006916,0.16135928016904474,-0.4136154717761615,0.25967325712058614,0.7663694565012888,-0.0543800742284288,0.20085586104947073,0.34507199585555626,-0.20061023594291813,0.11204624090520839,0.00629620039089743,0.04883804927441586,-0.38650489192773324,0.012255087129471357,0.24899914562272488,0.7255718038975209,0.47963541304260343,1.0765912287557782,-0.38367378144402475,0.4361603183603391,0.09167100286917587,1.0949014666088361,-0.40414914267757573,-0.41986092109038803,-0.2996963227220111,-1.0619478621549034,-0.2628775108403805,-0.379566330776849,0.07519689323810382,0.17087798788857972,0.9380854196079431,0.4752119190930251,-0.28845182783120155,-0.449207335674179,0.24595958575325286,-0.6601166035103211,0.9157293829271769,0.5897200603606435,-0.2345878260523524,-0.8565672645454387,0.6769361870827064,-0.05726992262630894,0.6189081559867309
CNV_seg_4,-0.7972138293971835,-0.29968751147688644,0.002621849859091583,0.023490296882371028,-0.22503273573962182,0.3114249661737494,-0.5338102146912972,-0.07118974251064675,0.06014781585594943,0.2572194170293745,0.3558074390444449,-0.5623210459189346,-0.7670570853678111,0.6388384109492545,0.16615700598979583,-0.3742432682782768,0.7755759877612615,0.05783731714642933,0.5896485920319132,0.033759240705054476,1.0303739624409936,0.8776704212216022,-0.12448207423953675,0.4857854754771777,0.3226879747925738,0.6843157787661743,-0.48246173029005224,0.34302572999921965,0.5292122434247939,-0.8793697432115571,-0.5916292563328875,-1.0196160888800503,-0.13470341722227888,0.35877112789798116,0.751178526048014,0.03704739020988759,0.8143077727856459,-0.6900507291074457,-0.8516912196775773,-0.02777384944830939,0.19203272446965364,-0.016347374047046555,-1.0337210500199383,-0.044560019756394204,-0.6522347502524266,0.33483627441501923,0.18329912304842413,-0.4699398931636776,-0.25693345866834677,-0.5296067609444758,-0.03133954863658594,0.47757116025061913,-0.49286302316777186,0.2520232577589222,-0.2651288091862204,-0.3964364161311721,-0.053515179977278914,-0.517621161209687,-0.276824652673591,-0.5989389462944242,0.9823625664581946,0.017631775985864306,-0.3498627539962928,0.106989955367111,-0.05616402484541491,-0.11048479976661149,0.3070833500217126,0.37875385502365255,-0.26525057380526373,-0.28790912032234,-0.137525848575822,-1.1509605823677924,-0.7575955310992761,0.6834371337222623,0.8224838567506418,-0.12451801977818916,0.2882784815278832,0.15562507727176805,1.5394404042276189,0.5597874557172884,-0.06395879574038327,-0.4777702203002129,-0.8032231601287863,0.10173181793361155,-0.3781753726421517,-0.7111268547988371,-0.3232864421212633,-0.5407740018071975,0.8435708175362824,0.44081987847472526,-0.003986320658308686,0.7399720694450129,0.03868415382380915,-0.43064210066413183,0.7615620386348286,0.26945502184232933,-0.5186230771632282,-0.0951693390418041,-0.4378091266923786,-0.691399865482168
CNV_seg_5,0.4630887737658207,0.9547083202350652,-0.6992837869095706,0.28148461834528543,-0.32532128456091347,-0.24356269188234803,-0.2961969621194346,-0.431995384839908,0.024260813972413496,-0.4154750582055189,0.1352284128899194,-0.025119054724568476,-0.11947402343320487,-0.45378183102079894,-0.28838566528416637,0.377695612912878,0.2504585938121904,-0.4887776223992755,0.049666152714612936,0.3756935616858945,-0.8347026405606859,0.2716800961899675,-0.33131187947292334,0.28529933429657967,-0.38162957827125843,-0.9024410503322595,-0.8137712189415813,0.024042473330690997,0.12986125086074093,-0.4521583125522043,0.31929622938868696,-0.8307600311344799,-0.033039899323658285,-0.6055080998812283,-0.3259180539010796,0.023699335658207008,-0.4302066826419762,-0.19227777211491268,0.5031464046072203,-0.2884459347615744,0.4178460560325709,-0.564853427328809,0.2649020889576414,0.7207843103289502,-1.2358222500636447,-0.3984476277352384,0.28853606359027,-0.10152269302149634,0.18557293668565442,-0.3019925933579103,0.04329489373644996,-0.07783861769603974,0.5838910308299037,0.12721042165060656,0.1688013310376011,-0.2059384830612337,-0.24380311203624677,-0.21627909390981045,0.19722607118914842,-0.21049224041013148,0.14488742844820646,1.0377003993227194,0.4355623517158462,-0.16301176608392057,0.6006069610819724,-0.2040376865107757,-1.019062267588927,-0.504043155458702,-0.9353959605129278,-0.17575674202065433,0.00920918959477585,0.8382186561376413,0.16346368688208132,-0.10955026440443212,0.4147027905917446,-1.1055676545039426,0.11780727905428297,0.3854325969434834,-0.7392931228899208,0.5718770216034645,0.16924820374720706,-0.20764395695040064,0.3163909330531424,1.135346428902198,0.09093312752924758,0.12411029315016804,-0.22968044977012206,-0.4249221847323959,0.4151679082721228,-0.4280419129544336,0.035783118609696234,-0.23882872338255834,0.23948991287319593,0.16683105264347414,0.5187699721289496,-0.2550081994273735,-0.13493746764668563,-0.4893818578911537,-0.2221466300380558,0.1886502465224261
CNV_seg_6,0.37849430832267594,-0.4610826620888127,0.4348029600528301,0.6778189294024755,0.20671745161185043,0.938397906279033,-0.3868945995517865,-0.6223273516557085,-0.8893601244521393,0.7480221557445915,0.3271828281770289,-0.027792335455227534,0.13998431315991014,-0.5627445236491883,1.2228759898084132,0.06461059098761375,0.054697397302446445,0.362883311949346,0.2405046158683566,0.11194201213956569,-0.39523722772265596,0.23573417856799786,0.9410122482375168,0.6727100230774888,0.7965933133196985,-0.2556078382155926,-0.49480241012929044,-0.06289346004982407,0.027862456144347302,0.5470957592354743,-0.8462323148574097,0.7647751597303069,-0.07900394928949471,-0.21344053497371002,-0.5060521876300837,-0.8274283359328847,0.4115852919809573,0.036658983594201944,-0.6449804498705269,-0.647539386031808,-0.1678923496450641,0.8345107626446965,-0.1297956756818024,-0.7515714765590531,-0.12287153204297216,-0.13636178487383524,-1.3484433214707858,-0.027147433258906103,-0.11546726510433898,0.3481031824067092,0.9244780474726726,0.5632825147738787,-0.13444434527741528,-0.5532629543708352,1.2866799016249302,0.02960921700724413,0.0069646459564731015,-0.012062543555001639,0.09904238038392747,-0.07218020596197124,-0.28683100344011814,-0.27342947062019607,-0.016376635107999193,-0.2717123855668825,-0.3564228913385822,0.05321511384594842,-0.12748860871042764,0.7519964942913443,-1.325484904196506,0.5457534259612309,0.6230425962488145,-1.0366951162040747,-0.17134379704017438,-0.18572043299789573,-0.7037558473589106,-0.38890834379543765,-0.5552879227329144,0.8761352217118114,0.4678391965737306,0.6357775474970794,0.36083603202161757,-0.5645258856086146,-0.26226013313988683,0.24468728061395903,-0.6110639044459727,0.35649921508619403,-0.12016269907906751,-0.18741040377479876,0.35547998410174575,0.22213165574301988,-0.18048308290953996,0.579664901682124,-0.5405316637999487,0.3079678034721319,0.2965506289841919,-0.15477321965699514,0.163066511121059,-0.6255567881926515,0.4620135096034505,-0.09245106822149451
CNV_seg_7,-0.26136151025951976,0.5245046129184446,-0.3521718452713796,-0.7042306481817798,-0.7783145867619519,0.3030049756728198,-0.6402146762481415,0.8773970909921823,-1.040964703941861,0.8482281841450191,0.1055087336013092,-0.048356555935196194,-0.27245954340447487,0.19956805717603543,-0.018817351212424182,0.5516509410082607,0.05711382433101982,0.0751508807309388,-0.18180610610692793,-0.028472811860533728,0.1539008844460296,-0.8550841963283128,-0.6740927110528565,0.3716320470113575,0.08543271906397093,-0.09199166817633957,0.00921696653269658,0.17379085268083552,-0.26987984015468075,-0.38915236270115633,0.09792262754884078,-0.489186388807516,0.20412637785723592,-0.8512918021189202,0.5145778186628218,0.2362987412065215,0.12801486715693783,0.49134549197275695,0.8327372222312883,0.5071850325090652,-0.9204371156658226,-0.6397884833678508,-0.3124092888478394,0.013045525105416893,0.2588295102345615,-0.3628719065767328,0.09338338223853916,-0.3776914661766613,-0.3057589014959741,-0.7033305484241111,-0.46161662305545215,-0.6758423028081668,-0.48793662648866637,0.5268208983039198,-0.4746994444159715,1.3161910324186954,0.2466589504404446,0.09241806184743695,-0.4291788900906068,0.3501549397044957,-0.28781891311888697,0.06100490732268072,1.2800422691343973,-0.048029949862324936,0.5746366631428379,-0.3515882125629437,-0.01749424524848085,0.885400317817755,-0.3134835288938837,0.9062242789984644,0.3538759677277377,-0.2812333879471338,0.3162038695277605,0.48627722481336494,0.3109049811085982,-0.7851123599452282,-0.3635685879124343,-0.12375931777575237,-0.03721671455002314,0.310336048775339,0.08885050046662692,-0.6676721793550506,0.1900989255029816,0.3052928726419116,0.2798952239655199,0.5403903627773109,0.41696107727445203,0.22959003961421834,-0.035082855729323514,-0.8304804667579957,0.21480910956629293,0.10384384358155557,0.13578941859768673,-0.6383742879101547,-0.5405282702041312,0.5265764266664518,-0.01977757692832752,0.3407503486863122,0.014159188065230586,0.014878069747872594
CNV_seg_8,0.46914190298799885,-0.25802236410868695,0.04806038847049168,-0.23113764435252124,-0.2172481137161578,-0.15458606173431969,0.11106688581685642,-0.23937431083173866,0.6278780627867604,-0.44730365110975195,-0.09343582208067952,-0.21986552913708746,0.7234889421768664,0.09827738825578732,0.5159222697343174,-0.742780186518486,0.13352513293462942,0.4448153978117185,0.04114199463771209,0.5327401875326756,-0.2586442250501861,0.70467372009279,1.1494490618096251,-0.18141928021982953,-0.2227512607003859,0.7266922385588505,0.7897860728653562,-0.26143001357663415,-0.21009340854792863,-0.1408923044302536,-0.6722252555171385,-0.4593259732420991,-0.5020703833760339,-0.3838987825520642,-0.01734244369339059,0.11710736626826038,0.7752502464070384,-0.4991770203693955,0.4921611992382919,-0.10699442211275448,-0.024731854826216475,0.3374097460833019,-0.5613610107811493,0.1912048730920253,0.08322610410652805,0.24622563200407455,0.14458432195390905,1.2276500699554471,-0.318869992125658,-0.2654984775009088,-0.3115702632123822,-0.27773855958012733,-0.31869356365325885,0.5945082655537759,0.7102521239949274,-0.28537314687473814,-0.41617778655211435,0.23570777819320204,-0.2761115221404856,0.3164659088777554,0.10146151042564985,-0.757872057498616,0.7737526006650308,0.8979388365477609,-0.3063943452421931,-0.19385077996799208,0.14293269536245248,0.1672283949935125,0.3292721363364152,1.0051022693831748,-0.0884736137470247,-0.39914862226922687,-0.6896596140072636,-0.36546501997095954,-0.016563486436898547,0.8972789317588938,-0.2588056495180857,0.11189397581944925,-0.008211448036376037,0.594196636724042,1.2634662129368108,-0.2654343864601603,-0.24471972125911107,0.522080438534536,0.3409457448131557,0.9233536628680168,0.29196409266298196,-0.17964604539352977,0.29532741534615464,0.5543517902914539,0.410241090598682,0.25363701555364887,0.533337344794577,0.5846477952228364,0.6910794955187636,0.3243549437948213,-0.08355904015842718,0.07335684321666142,0.6032544832541784,-0.40846783549361804
CNV_seg_9,0.1843366544364506,-0.19666940616368034,0.014372411467408744,0.6392259313036494,0.09554953400995167,0.023218274078074405,-0.6799280704899596,0.37312678301361035,0.3227420905705377,1.08162736165273,-0.15388911747650041,0.10957516383196948,0.12469184185537763,0.7887266398817372,-0.04764776619347605,0.13951076288516961,0.3039482548582696,0.09330456157817905,-0.22321680727526413,0.09704499644915379,0.536815874929886,-0.5132576497055301,0.066484837073438,-0.3500604074695866,0.5975233144624212,-0.7615934523918874,-0.27946092363579417,0.18860593753226043,0.7827620146171702,-0.0328751305364939,-0.2775997633465992,0.9405785347202951,-0.724006950208122,-1.099402978310041,0.2200072250266662,-0.2510271121763056,-0.5106164085653566,0.35417822364967666,0.12190035688559941,-0.2820393153683642,-0.6401521993354472,0.43622866414007233,0.3251005889793305,-0.049587931889691454,0.9233184980238329,-0.5350423831630763,-0.7627625854623694,-0.3459540349406222,-0.022793008177748902,0.12166972466134592,-0.12061802892816494,0.1760276982571484,-0.625769712095222,0.7218823020366297,-0.0410755891962844,0.5586479157940638,0.17136267318885207,0.22837660957689196,0.28488364011610195,0.22385428000865748,0.32136137993377195,0.6645762650662157,0.09826058485073506,0.35450187879425615,-0.04486784714361336,0.7200586077247364,-0.33819615102963485,0.9004702164554078,-0.020078975322171705,-0.7153875510590241,0.06405220745539464,-0.3405258287374404,0.42032177449436203,-0.32631198965119546,-0.22309171660738986,-0.9447703654727655,-0.22615315962453836,-1.2119396633144783,-0.7919514117428617,0.3802073280721487,0.3929000793254161,0.21272878089248237,-0.4834880715646065,-0.023855678070989927,-0.0018012695452842022,-0.5791823445962714,0.7516991508835753,0.4386811452878357,-0.11048208691483197,0.01344291949726539,0.10419140397377624,-1.0208674342121453,-0.12358869126029846,-0.3409921239988993,-0.5008100049474578,-0.14055014644297745,0.8988432634247613,0.3204214306335049,-0.2855894948913984,0.2862913906780793
